Starting final run.
Skipped law ID: 1.00001, title has no commas: 'CONSTITUCIÓN POLÍTICA ESTADOS UNIDOS MEXICANOS'
Querying DynamoDB for law ID: 8.00300
Current state for rollback: Law ID: 8.00300, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 77/2020'
Updating law ID: 8.00300 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 77/2020' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 77/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Updated law ID: 8.00300 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 77/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Querying DynamoDB for law ID: 8.00299
Current state for rollback: Law ID: 8.00299, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 68/2020'
Updating law ID: 8.00299 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 68/2020' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 68/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Updated law ID: 8.00299 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 68/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Querying DynamoDB for law ID: 8.00298
Current state for rollback: Law ID: 8.00298, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 150/2020'
Updating law ID: 8.00298 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 150/2020' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 150/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Updated law ID: 8.00298 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 150/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA NORMA LUCÍA PIÑA HERNÁNDEZ, PARTICULARES DE LOS SEÑORES MINISTROS LUIS MARÍA AGUILAR MORALES Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA, Y CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Querying DynamoDB for law ID: 8.00297
Current state for rollback: Law ID: 8.00297, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 16/2017'
Updating law ID: 8.00297 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 16/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 16/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, Y VOTOS CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00297 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 16/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES, Y VOTOS CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00296
Current state for rollback: Law ID: 8.00296, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 56/2020'
Updating law ID: 8.00296 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 56/2020' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 56/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK, CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Updated law ID: 8.00296 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 56/2020, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA LORETTA ORTIZ AHLF Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK, CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA Y PARTICULARES DE LOS SEÑORES MINISTROS JUAN LUIS GONZÁLEZ ALCÁNTARA CARRANCÁ Y PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INCONSTITUCIONALIDAD DE LA OMISIÓN DEL CONGRESO DE LA UNIÓN DE EMITIR LA LEY GENERAL DE AGUAS A QUE SE REFIERE EL ARTÍCULO TERCERO TRANSITORIO DEL DECRETO DE REFORMAS CONSTITUCIONALES DOF 08-02-2012.'
Querying DynamoDB for law ID: 8.00295
Current state for rollback: Law ID: 8.00295, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 177/2018'
Updating law ID: 8.00295 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 177/2018' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 177/2018, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES.'
Updated law ID: 8.00295 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 177/2018, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS Y CONCURRENTE DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES.'
Skipped law ID: 8.00294, title has no commas: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 266/2019.'
Querying DynamoDB for law ID: 8.00293
Current state for rollback: Law ID: 8.00293, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 23/2017'
Updating law ID: 8.00293 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 23/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 23/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00293 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 23/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00292
Current state for rollback: Law ID: 8.00292, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 22/2017'
Updating law ID: 8.00292 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 22/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 22/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00292 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 22/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00291
Current state for rollback: Law ID: 8.00291, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 15/2017'
Updating law ID: 8.00291 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 15/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 15/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00291 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 15/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00290
Current state for rollback: Law ID: 8.00290, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 17/2017'
Updating law ID: 8.00290 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 17/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 17/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00290 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 17/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00289
Current state for rollback: Law ID: 8.00289, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 21/2017'
Updating law ID: 8.00289 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 21/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 21/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00289 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 21/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00288
Current state for rollback: Law ID: 8.00288, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 14/2017'
Updating law ID: 8.00288 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 14/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 14/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Updated law ID: 8.00288 with correct title: 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 14/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
Querying DynamoDB for law ID: 8.00287
Current state for rollback: Law ID: 8.00287, Original Title: '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 20/2017'
Updating law ID: 8.00287 from '"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 20/2017' to 'SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA CONTROVERSIA CONSTITUCIONAL 20/2017, ASÍ COMO LOS VOTOS PARTICULAR DEL SEÑOR MINISTRO JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS, CONCURRENTE Y PARTICULAR DEL SEÑOR MINISTRO LUIS MARÍA AGUILAR MORALES Y CONCURRENTE DEL SEÑOR MINISTRO PRESIDENTE ARTURO ZALDÍVAR LELO DE LARREA. ----- NOTA: DECLARA LA INVALIDEZ DE ARTÍCULOS DE LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO, CON EFECTOS SÓLO ENTRE LAS PARTES.'
